39 52
1 0.000000e+000 0.000000e+000 0.000000e+000
2 2.200000e+000 0.000000e+000 0.000000e+000
3 2.200000e+000 2.000000e-001 0.000000e+000
4 0.000000e+000 2.000000e-001 0.000000e+000
5 1.833333e-001 0.000000e+000 0.000000e+000
6 3.666667e-001 0.000000e+000 0.000000e+000
7 5.500000e-001 0.000000e+000 0.000000e+000
8 7.333333e-001 0.000000e+000 0.000000e+000
9 9.166667e-001 0.000000e+000 0.000000e+000
10 1.100000e+000 0.000000e+000 0.000000e+000
11 1.283333e+000 0.000000e+000 0.000000e+000
12 1.466667e+000 0.000000e+000 0.000000e+000
13 1.650000e+000 0.000000e+000 0.000000e+000
14 1.833333e+000 0.000000e+000 0.000000e+000
15 2.016667e+000 0.000000e+000 0.000000e+000
16 2.200000e+000 1.000000e-001 0.000000e+000
17 2.016667e+000 2.000000e-001 0.000000e+000
18 1.833333e+000 2.000000e-001 0.000000e+000
19 1.650000e+000 2.000000e-001 0.000000e+000
20 1.466667e+000 2.000000e-001 0.000000e+000
21 1.283333e+000 2.000000e-001 0.000000e+000
22 1.100000e+000 2.000000e-001 0.000000e+000
23 9.166667e-001 2.000000e-001 0.000000e+000
24 7.333333e-001 2.000000e-001 0.000000e+000
25 5.500000e-001 2.000000e-001 0.000000e+000
26 3.666667e-001 2.000000e-001 0.000000e+000
27 1.833333e-001 2.000000e-001 0.000000e+000
28 0.000000e+000 1.000000e-001 0.000000e+000
29 2.016667e+000 1.000000e-001 0.000000e+000
30 1.833333e+000 1.000000e-001 0.000000e+000
31 1.650000e+000 1.000000e-001 0.000000e+000
32 1.466667e+000 1.000000e-001 0.000000e+000
33 1.283333e+000 1.000000e-001 0.000000e+000
34 1.100000e+000 1.000000e-001 0.000000e+000
35 9.166667e-001 1.000000e-001 0.000000e+000
36 7.333333e-001 1.000000e-001 0.000000e+000
37 5.500000e-001 1.000000e-001 0.000000e+000
38 3.666667e-001 1.000000e-001 0.000000e+000
39 1.833333e-001 1.000000e-001 0.000000e+000
27 102 4 28 
2 102 5 6 
15 102 3 17 
11 102 14 15 
12 102 15 2 
6 102 9 10 
5 102 8 9 
20 102 21 22 
23 102 24 25 
1 102 1 5 
10 102 13 14 
9 102 12 13 
28 102 28 1 
25 102 26 27 
13 102 2 16 
7 102 10 11 
24 102 25 26 
4 102 7 8 
22 102 23 24 
17 102 18 19 
8 102 11 12 
3 102 6 7 
18 102 19 20 
21 102 22 23 
26 102 27 4 
16 102 17 18 
14 102 16 3 
19 102 20 21 
31 204 15 14 30 29 
33 204 14 13 31 30 
40 204 33 34 22 21 
37 204 12 11 33 32 
39 204 11 10 34 33 
41 204 10 9 35 34 
43 204 9 8 36 35 
50 204 38 39 27 26 
47 204 7 6 38 37 
49 204 6 5 39 38 
30 204 16 29 17 3 
51 204 5 1 28 39 
35 204 13 12 32 31 
32 204 29 30 18 17 
34 204 30 31 19 18 
36 204 31 32 20 19 
38 204 32 33 21 20 
45 204 8 7 37 36 
42 204 34 35 23 22 
44 204 35 36 24 23 
46 204 36 37 25 24 
48 204 37 38 26 25 
29 204 2 15 29 16 
52 204 39 28 4 27 
